input,target
108.53,3358.795
95.87,2888.255
118.35,3484.7949999999996
105.64,3237.88
121.38,3630.8099999999995
92.14,2943.78
82.44,2530.65
107.15,3292.6050000000005
108.53,3407.685
100.35,3038.865
84.61,2574.945
95.52,3049.8299999999995
106.18,3120.1200000000003
98.16,2927.1800000000003
98.84,3021.25
98.25,3095.105
90.66,2810.11
94.67,2791.685
85.73,2542.7850000000003
117.68,3778.69
95.25,2956.755
104.78,3153.95
89.78,2709.86
107.95,3686.495
81.27,2632.765
109.21,3187.2549999999997
99.65,3013.445
121.11,3786.135
86.93,2643.815
100.76,3207.09
103.67,3358.355
112.33,3446.8250000000003
95.77,2970.4549999999995
100.86,3079.36
78.58,2504.9700000000003
91.7,2966.84
104.52,3301.2999999999997
111.04,3298.42
97.18,3059.4300000000003
120.56,3639.2
117.6,3781.64
99.39,3099.025
75.86,2439.54
82.22,2525.6
92.22,2829.48
111.16,3453.46
103.1,3161.47
79.06,2589.22
97.71,2885.935
116.13,3630.5049999999997
96.25,2896.955
92.5,2927.35
120.55,3517.065
100.53,3214.775
95.21,2892.9649999999997
103.5,3053.38
100.17,3146.855
95.71,2919.975
112.08,3466.15
111.16,3533.17
108.41,3217.385
98.97,2964.945
111.47,3427.875
99.5,3111.5
104.67,3142.075
110.34,3306.06
108.09,3393.875
117.9,3714.3100000000004
104.51,3347.2850000000003
83.16,2526.87
88.4,2457.9800000000005
113.5,3534.09
96.69,3045.035
103.87,3041.3550000000005
91.49,2819.4849999999997
110.01,3402.8350000000005
96.15,2986.6150000000002
114.58,3468.2200000000003
94.68,2916.0800000000004
111.18,3471.03
106.74,3097.95
92.78,2940.9
110.99,3368.615
90.98,2871.34
91.78,2749.0299999999997
107.22,3119.03
93.75,2997.485
94.06,3052.94
96.56,2779.0299999999997
90.0,2635.77
110.45,3398.145
106.09,3150.805
99.31,3124.985
98.92,2957.35
104.5,3155.49
117.65,3629.465
108.71,3117.8349999999996
94.92,2883.07
107.77,3508.4449999999997
98.81,3092.395
98.01,2909.3950000000004
118.66,3743.73
95.81,3148.525
95.21,3051.3749999999995
80.48,2416.1800000000003
85.98,2576.63
104.51,3170.505
93.05,2753.1150000000002
105.15,3229.9950000000003
88.85,2629.3549999999996
92.33,2748.545
106.75,3307.955
114.61,3459.245
105.92,3230.12
111.98,3650.2100000000005
117.05,3626.8450000000003
110.4,3506.2300000000005
90.82,2833.7999999999997
98.95,3098.275
106.3,3127.23
95.85,2888.725
104.52,3181.6299999999997
84.21,2543.745
91.71,2796.865
105.29,3247.335
77.63,2365.4549999999995
88.92,2801.02
99.82,3039.7299999999996
82.81,2654.105
100.57,3086.075
92.0,2766.53
97.08,2855.8
97.41,2914.065
101.89,3102.215
94.36,3018.19
100.9,2970.26
93.99,2990.7149999999997
105.56,3230.4
116.94,3503.53
101.97,2998.175
101.7,3176.75
88.36,2524.36
106.93,3235.215
92.42,2794.77
91.91,2806.945
105.57,3298.0049999999997
101.81,3063.745
111.07,3419.665
114.43,3388.335
94.6,2911.0699999999997
101.28,3169.88
117.6,3571.6299999999997
109.67,3401.805
107.13,3297.9249999999997
113.06,3433.9
93.95,2879.395
106.37,3244.7850000000003
114.09,3302.325
116.21,3414.4849999999997
91.94,2867.46
97.48,2784.3100000000004
103.83,3302.655
97.11,2840.855
96.08,2953.4900000000002
106.84,3325.83
96.47,2898.665
82.12,2640.9200000000005
103.62,3043.32
95.76,3031.36
92.68,2861.6000000000004
84.34,2577.25
110.14,3480.44
77.73,2444.695
83.01,2431.3550000000005
97.24,3126.9999999999995
112.29,3545.2450000000003
113.1,3479.93
88.45,2732.6949999999997
98.22,3149.33
84.9,2775.2700000000004
110.11,3439.625
85.23,2503.255
98.57,3038.415
110.33,3467.065
97.78,2918.84
114.7,3397.7599999999998
91.3,2805.23
103.69,3193.785
108.53,3367.945
98.6,3150.33
113.86,3274.49
105.48,3247.13
83.63,2550.1449999999995
139.59,4279.065
106.49,3284.6849999999995
101.07,3205.205
86.01,2699.195
100.82,3090.4399999999996
95.4,2938.61
106.44,3276.96
103.72,3170.16
118.53,3767.365
101.42,2922.09
105.14,3086.62
103.72,3343.2200000000003
98.52,3082.2299999999996
98.17,3077.245
111.01,3521.6250000000005
107.8,3106.06
93.71,3022.0649999999996
88.87,2613.885
99.33,2951.295
111.61,3527.725
99.72,2945.89
117.46,3655.62
92.25,2976.355
101.42,3048.35
74.84,2243.71
94.04,2955.42
96.91,3065.385
105.11,3260.025
117.11,3433.715
100.35,3241.6949999999997
114.54,3575.7200000000003
106.62,3036.2200000000003
109.86,3280.75
95.34,2821.87
113.85,3414.6549999999997
89.27,2768.345
104.95,3149.455
90.48,2902.13
94.82,3022.8799999999997
85.39,2631.825
94.84,2807.2999999999997
103.51,3176.9950000000003
99.31,3089.6349999999998
86.52,2775.1099999999997
114.71,3472.225
103.37,3180.755
110.08,3277.77
107.85,3263.325
93.35,2984.0049999999997
80.55,2636.395
90.85,2756.4249999999997
112.25,3417.215
89.46,2672.4599999999996
108.16,3165.92
93.88,2920.62
103.93,3237.135
81.76,2574.1200000000003
111.67,3428.545
99.6,3110.72
108.86,3356.77
101.9,3252.4
107.98,3350.8500000000004
98.98,3184.0200000000004
107.43,3403.855
84.9,2645.3500000000004
89.19,2616.065
107.25,3342.855
99.61,3090.185
97.71,3192.015
98.2,3089.33
105.02,3109.9799999999996
94.07,2809.845
105.1,3321.9399999999996
90.84,2771.31
95.93,2825.5750000000003
109.85,3419.5049999999997
110.71,3446.015
89.03,2723.565
108.39,3412.055
89.61,2742.685
107.33,3480.045
81.01,2381.0550000000003
88.83,2820.105
94.91,3013.855
98.34,3146.06
114.24,3491.7899999999995
109.04,3304.42
115.75,3724.445
112.07,3492.7949999999996
97.17,2925.1749999999997
97.34,3072.1099999999997
110.69,3554.755
100.4,3148.84
98.43,2949.5150000000003
86.65,2760.7650000000003
98.94,2883.92
72.09,2296.4249999999997
95.44,3028.75
90.2,2748.9
106.93,3309.0750000000003
95.21,2938.935
96.71,2916.075
113.47,3395.075
89.51,2722.1850000000004
103.17,3104.485
81.05,2643.405
100.9,2961.92
104.1,3374.97
108.6,3308.7599999999998
91.01,2718.7050000000004
103.2,3113.18
103.18,3062.8900000000003
99.81,2860.985
101.5,3197.35
104.64,3196.16
103.98,3107.5400000000004
90.04,2635.6400000000003
88.04,2648.94
125.06,3709.18
119.2,3785.46
86.08,2455.81
104.5,3111.43
106.27,3172.9349999999995
107.51,3346.5750000000003
101.4,3138.0800000000004
90.73,2772.7850000000003
98.18,2997.2700000000004
95.09,2960.055
101.34,3031.33
97.32,3036.6299999999997
98.68,2897.46
110.19,3434.8250000000003
112.31,3394.725
88.19,2822.635
95.4,2807.36
92.09,2783.395
112.24,3361.2299999999996
99.41,3146.025
114.49,3370.8149999999996
95.22,3012.62
100.26,3124.2500000000005
86.51,2715.155
113.03,3398.595
96.37,3006.8150000000005
85.15,2792.1450000000004
94.08,2820.31
76.95,2392.295
99.68,3033.9300000000003
101.12,2994.13
102.88,3075.3599999999997
114.98,3579.38
96.99,2973.6549999999997
108.07,3070.845
103.12,3218.3900000000003
98.07,2979.3749999999995
79.23,2528.2850000000003
109.48,3294.78
94.96,3146.97
100.18,2980.6200000000003
87.3,2759.27
102.83,3048.765
101.08,3122.44
100.29,2964.0950000000003
98.65,3154.3050000000003
110.49,3387.8349999999996
109.66,3514.11
107.26,3281.7000000000003
133.21,3920.465
94.0,2802.69
96.2,2914.88
89.85,2898.575
104.36,3475.93
93.13,2849.0449999999996
73.02,2278.91
87.87,2825.0450000000005
100.72,2977.83
110.1,3346.49
84.43,2662.0750000000003
93.88,2918.6499999999996
98.61,3019.175
92.71,2749.915
105.31,3242.375
100.04,3142.51
103.21,3096.0649999999996
92.75,2856.325
115.37,3747.755
100.0,3117.73
112.94,3523.98
95.61,2832.485
105.9,3194.86
93.21,2831.1549999999997
90.49,2696.075
92.96,2734.37
99.54,2899.3900000000003
97.81,2982.415
115.39,3622.675
88.51,2781.235
89.1,2805.18
117.0,3679.71
106.09,3169.865
81.19,2427.965
104.97,3198.025
102.37,3053.155
78.56,2441.0499999999997
96.3,2890.83
99.83,3176.215
107.31,3205.165
109.54,3417.2200000000003
100.96,3267.16
110.33,3263.545
98.54,2970.34
91.43,2731.795
90.66,2679.1
105.43,3261.6850000000004
80.42,2522.84
106.78,3203.5099999999998
88.93,2681.1150000000002
96.41,2984.745
105.05,3255.425
112.18,3330.3500000000004
80.59,2708.1549999999997
91.94,2800.83
100.49,3093.7549999999997
94.04,2825.4100000000003
108.62,3307.0400000000004
79.14,2343.34
103.62,3343.2300000000005
104.26,3015.2100000000005
100.49,3066.455
111.02,3472.22
87.7,2535.13
111.09,3454.345
92.97,2987.235
107.26,3321.07
96.76,2971.1800000000003
108.14,3314.85
107.8,3279.75
85.36,2681.5
98.46,2936.68
99.08,3074.62
97.62,2963.5600000000004
92.44,2781.26
118.51,3518.9150000000004
102.09,3201.1949999999997
115.55,3485.215
94.31,3004.205
89.38,2743.2899999999995
101.32,3109.95
94.37,2788.4950000000003
123.9,3698.94
102.45,3199.4249999999997
111.53,3412.045
97.76,3007.55
96.74,3035.6699999999996
99.69,3112.725
103.56,3143.0
108.5,3618.69
98.78,3346.29
93.19,2906.3250000000003
89.32,2600.3399999999997
99.23,2957.155
105.73,3302.9350000000004
104.58,3152.03
99.82,3056.3399999999997
94.0,2687.33
101.47,3158.455
105.72,3365.3
99.63,2937.2749999999996
101.12,3069.8100000000004
98.49,2988.0449999999996
109.15,3100.585
95.62,2888.84
101.86,3069.81
103.94,3050.81
107.26,3203.9800000000005
114.96,3550.97
106.75,3310.015
105.99,3285.1849999999995
85.3,2564.05
106.06,3172.34
122.94,3784.21
91.7,2777.54
89.8,2862.54
97.85,3120.8549999999996
110.21,3334.1449999999995
105.25,3066.775
95.23,2942.8550000000005
99.64,2992.13
110.37,3468.5150000000003
106.73,3345.2750000000005
124.29,3705.7850000000003
110.06,3481.65
103.54,3317.2000000000003
106.15,3296.195
96.51,3024.5650000000005
90.22,2719.62
101.72,3036.54
104.91,3345.245
86.05,2668.635
94.78,2901.62
96.31,2950.565
102.66,3226.4100000000003
97.4,2969.13
104.45,3155.8849999999998
100.98,3069.4200000000005
110.6,3377.0499999999997
82.89,2499.495
116.57,3584.2149999999997
114.18,3453.3300000000004
100.5,3039.76
106.5,3466.9
106.07,3255.865
92.63,3016.015
101.65,3019.8450000000003
107.78,3382.77
103.1,3165.68
110.51,3559.655
100.95,3052.455
100.81,3273.935
92.32,2776.8999999999996
96.35,2959.435
95.4,2814.09
117.05,3586.565
102.41,3122.8250000000003
90.01,2654.3650000000002
103.99,3007.095
98.08,3101.08
69.46,2188.04
104.8,3146.77
84.47,2585.655
105.78,3173.77
90.39,2763.085
85.42,2650.31
104.94,3255.98
85.06,2564.23
95.53,2912.685
102.04,3183.8300000000004
106.12,3190.7300000000005
107.45,3241.665
99.64,3067.21
91.68,2865.7200000000003
119.24,3614.43
93.94,2964.82
118.04,3613.21
95.47,2864.565
111.61,3433.545
110.7,3250.68
89.54,2567.38
103.55,3212.175
107.55,3122.645
107.01,3203.6150000000002
98.01,3109.175
103.02,3195.2799999999997
96.05,2864.525
88.28,2711.04
109.84,3226.73
94.4,2785.28
113.8,3474.12
106.02,3312.3499999999995
91.07,2794.265
98.39,3012.465
97.14,2917.74
91.29,2811.795
105.01,3302.405
95.21,3034.2749999999996
116.32,3602.04
108.61,3344.805
91.2,2837.12
99.81,3116.745
97.73,2952.5850000000005
84.35,2555.765
109.31,3287.615
109.5,3296.87
109.26,3540.7300000000005
95.43,3009.105
110.69,3327.5750000000003
97.9,3010.1800000000003
109.35,3385.9249999999997
118.13,3613.9649999999997
101.4,3016.32
85.81,2781.855
96.83,2854.475
106.41,3352.335
112.2,3447.5
88.66,2642.78
98.09,2995.595
102.33,2956.015
104.35,3230.1749999999997
109.1,3420.3999999999996
90.52,2727.8499999999995
95.77,2970.7749999999996
110.08,3127.55
103.92,3136.42
104.48,3072.9000000000005
111.25,3505.655
101.04,3121.15
105.28,3226.32
96.85,2955.0049999999997
86.55,2635.485
87.05,2753.5350000000003
100.74,2988.39
98.0,3102.23
93.45,2940.185
103.18,3270.07
91.1,2763.7599999999998
101.11,3212.005
99.8,3163.98
91.6,2858.7599999999998
77.02,2481.3999999999996
114.57,3470.2549999999997
103.17,3159.375
73.36,2392.24
95.74,3141.8099999999995
103.94,3025.51
97.72,3094.16
105.8,3121.09
90.27,2794.265
101.75,3064.585
99.47,3074.405
98.17,2984.365
97.79,3042.005
102.0,3195.97
109.33,3319.745
94.7,2975.21
95.93,2917.105
101.61,3187.585
98.8,3151.15
103.86,3204.2400000000002
107.18,3312.3
112.91,3283.485
98.84,2957.43
77.23,2313.2450000000003
99.3,3033.58
103.54,3037.9700000000003
98.13,2882.8549999999996
