input,target
-20.3,583.045
-7.23,-69.91564999999999
8.33,410.70835
-1.08,-286.1404
-19.65,734.4387499999999
22.44,940.8104000000001
46.4,3447.9
3.92,44.5596
-18.08,346.98959999999994
-30.98,1544.3405999999998
5.16,-194.69160000000002
22.08,685.1795999999998
9.5,457.205
-0.05,-148.20125
-11.79,358.00115
-21.84,999.3783999999999
16.7,427.435
18.28,791.3976000000001
-30.91,944.8071499999999
31.8,1913.2400000000002
11.48,323.16560000000004
27.99,1476.3551499999999
-26.84,745.7283999999999
-27.32,527.7235999999999
-2.98,120.7606
10.06,-297.6546
35.93,2091.65235
14.12,627.1415999999999
-4.85,52.72875
-20.53,986.86635
24.6,1324.92
-19.29,270.3011499999999
32.57,1810.74235
-5.69,0.7391499999999986
31.81,1330.03915
13.58,130.79459999999997
-2.74,-145.7386
-10.39,-413.66684999999995
-6.82,38.308600000000006
8.57,104.60234999999997
1.54,-403.6526
-11.88,236.53160000000003
-3.31,174.88915
1.57,71.66235
-42.57,2361.58235
9.16,334.25840000000005
-19.59,619.37715
-23.07,726.23235
-33.75,1284.06875
-35.88,1767.9916000000003
-27.11,1226.08315
-14.18,61.278599999999955
39.07,3069.13235
-10.52,-32.784400000000005
3.56,51.250400000000006
8.01,-18.814850000000007
2.62,84.1466
-1.55,-441.03125
-23.91,566.60715
29.02,1179.8406000000002
36.14,2228.8894
-33.65,1729.36875
-20.48,658.5256
-5.6,-581.27
-19.29,944.2911499999999
10.12,294.22159999999997
-14.57,30.602350000000058
43.3,3134.0649999999996
23.81,1050.18915
4.25,-110.99125000000001
20.54,816.8274
22.12,726.8516000000001
-11.28,17.447599999999994
-16.32,122.86360000000002
1.56,-343.37960000000004
17.23,594.76435
2.78,176.9826
-31.54,1416.8673999999999
-16.06,488.4753999999999
-1.48,75.7556
-1.51,-138.57485
39.45,2801.798750000001
-27.72,634.0375999999998
10.11,-5.136849999999981
29.78,1283.7926000000002
45.43,3662.13235
-8.09,282.28715
9.83,331.66835000000003
11.4,538.02
3.91,-170.47285
-1.98,81.1606
8.72,140.44760000000002
-50.64,3730.1744
13.64,339.92440000000005
2.52,-69.33439999999999
-4.45,137.00875
40.94,3000.2753999999995
-13.5,19.534999999999997
-8.06,30.78540000000002
39.83,2374.9283499999997
-16.64,-316.3455999999999
-11.0,161.11
-2.94,147.0854
16.81,599.6491499999998
4.16,-433.3916
-25.85,747.5987500000001
-10.64,-452.9356
-12.15,485.88875
-1.54,-276.9626
8.52,479.1156
8.36,396.6444
-35.52,1437.4756000000002
21.28,535.3776
5.05,159.66875
27.69,1120.0091500000003
8.88,202.62160000000003
22.03,751.4663499999999
9.33,-253.07165
26.92,705.3896000000001
10.45,289.39875
-1.96,-146.36759999999998
45.45,3256.7087500000007
17.78,764.7326000000002
11.47,566.25635
-25.53,744.5863500000002
-25.77,744.48435
5.85,215.39875
2.91,-306.61285000000004
-12.28,203.16759999999996
2.82,169.2286
31.77,1891.56435
13.91,-102.54284999999999
-22.82,443.45859999999993
-2.23,-225.60565
-16.1,310.1350000000001
-7.75,160.90875
-8.27,424.01435000000004
-9.55,-48.01124999999996
-25.1,658.4750000000001
-2.55,281.59875
-11.21,190.77115000000003
-58.59,5086.25715
41.06,2868.9554
21.78,564.8426000000002
-7.53,-296.17364999999995
0.38,-384.1934
-23.43,837.66235
33.91,2243.3971499999993
37.95,2870.318750000001
3.13,246.82035
20.47,1053.2963499999998
3.51,-102.70485000000001
-26.73,609.89435
-8.24,261.8064
2.64,133.0344
-9.09,92.71714999999999
-4.37,98.08035000000001
-1.83,74.92835
-1.62,315.3566
1.05,333.22875
-21.21,673.9911500000001
-14.34,427.6934
-25.69,952.4991500000001
19.56,586.7403999999999
-42.11,2576.3031499999997
23.07,600.67235
27.73,1598.1443499999998
-6.04,-282.1676
-52.06,3799.4254000000005
-7.23,-178.87564999999998
-1.28,133.4876
-20.21,473.82115
-10.3,-305.505
30.6,1709.6100000000004
13.3,208.30500000000004
-18.49,613.92515
-31.95,1324.85875
-6.54,121.50739999999999
-4.27,-238.79565
9.92,65.7596
-10.71,-11.218849999999975
10.23,438.65435
38.7,2918.4250000000006
16.31,304.7491499999999
-0.96,265.3524
-3.66,-545.1166
-7.13,-267.63965
23.61,750.9231500000001
-12.55,-182.45124999999996
0.9,-387.835
1.02,112.4406
-10.04,33.42239999999996
-27.45,1047.6787499999998
6.46,278.2074
-1.22,61.702600000000004
10.0,380.44
-10.67,85.03835
24.42,757.4846000000002
-17.54,612.9174
34.24,1834.8464000000001
-34.95,1372.1787500000003
8.7,126.60499999999999
9.51,-29.724850000000004
-15.91,172.91715
8.49,250.31515000000002
25.59,1236.69715
-44.34,2437.3834000000006
10.05,95.89875
-49.87,3675.950349999999
-19.31,558.89915
32.58,2323.7245999999996
-11.64,423.60440000000006
-23.48,961.4156
-3.96,-348.18760000000003
41.36,3026.7844
-36.63,1762.26035
-21.03,389.94635000000017
29.95,1583.1787499999998
37.15,2548.9587500000002
-2.07,119.18235
-24.78,541.3826
41.92,3095.0196000000005
31.89,1574.3431500000002
13.58,420.0646
-16.25,215.62875
-0.98,-58.6494
-3.21,187.15115
6.62,-150.2834
29.02,1939.1706000000001
17.59,124.17714999999998
-21.55,408.10875
27.53,1409.34635
6.26,246.5514
13.74,348.3714
29.33,1467.66835
-22.23,700.40435
-0.72,-60.6724
-10.63,449.70035000000007
-31.36,1482.1743999999999
6.93,336.29235
50.23,3870.53435
-36.8,1773.3099999999997
-0.65,-77.71125
12.81,79.00915
2.46,116.10740000000001
-2.26,-140.4386
-25.98,1008.4206000000001
4.66,-203.6866
-15.14,676.1794
-43.8,2369.88
23.89,1067.21315
19.17,874.7983500000001
1.03,-133.37365
4.58,275.3546
21.49,526.1151499999999
4.49,423.45515
18.08,612.3895999999999
-5.95,-133.67125
26.24,1129.5664
6.42,306.78459999999995
3.88,-97.30840000000002
-25.4,616.3
5.74,32.351400000000005
-16.64,13.934400000000096
-12.77,617.7443499999999
-16.31,152.40914999999993
-21.32,752.1335999999999
42.5,3038.995
26.63,991.70035
38.41,2462.1671499999998
-24.46,935.4474
1.43,-33.70765
-25.87,1135.01035
-13.91,456.19714999999997
-18.36,617.0243999999999
24.79,969.0411499999999
-7.92,-226.35039999999998
21.37,671.5203500000001
12.08,347.4696
46.07,3620.5723499999995
-29.59,579.1271499999999
25.18,1113.6886
22.93,978.2423499999999
-19.47,373.6763499999999
20.14,1063.1594
6.72,217.86759999999998
-4.55,330.02875
-16.48,247.27559999999994
-14.38,452.0766000000001
41.0,3197.77
0.01,328.98515000000003
15.64,196.53440000000006
-15.82,210.15859999999998
-15.6,178.34999999999997
21.64,966.4043999999999
-26.99,1089.8451499999999
-8.3,-159.33499999999998
0.68,23.0736
2.23,-482.02565000000004
-3.58,357.44460000000004
7.92,18.479599999999976
13.86,393.20939999999996
14.69,342.76914999999997
-19.72,742.6475999999998
-5.68,-696.9064
23.9,1009.0149999999999
17.89,570.91315
-27.46,840.1774000000001
7.03,552.38635
-39.56,1869.5204000000008
0.94,201.38539999999998
37.96,2498.2423999999996
-18.96,732.3624
-16.69,143.54915
15.28,267.2976
-30.86,1502.9394
-12.66,265.4534
11.93,-94.19765000000001
-12.69,25.239149999999967
-4.72,100.33759999999998
14.88,639.2816
8.43,-7.417650000000009
5.34,-650.0766
-6.78,156.6926
7.4,-173.83999999999997
-2.47,-510.23365
9.16,-521.6816
-9.94,288.0954
-3.65,29.40875
-19.8,403.95000000000005
-0.7,344.445
-16.22,449.5326
-22.28,1004.8576
5.17,-273.48165
4.25,47.07875
15.66,66.46340000000004
-8.62,-0.9234000000000151
8.16,91.76839999999999
11.02,411.4406
8.9,189.055
-16.51,458.40515000000005
2.99,209.70515
7.28,666.5476
0.14,-76.88059999999999
-41.73,2106.58435
3.21,98.84115
44.25,3025.14875
-7.2,402.45
-14.56,153.55040000000002
7.47,-8.133649999999989
6.25,-17.61125
23.85,1188.85875
-25.16,747.5584000000001
14.63,256.73035000000004
11.81,703.31915
-2.84,-219.4016
6.77,122.64434999999999
20.59,933.8371500000001
17.45,163.34874999999994
-22.86,756.3494000000001
16.4,247.26
-1.29,200.81115
1.46,-226.9726
1.46,186.8774
-3.0,271.46
23.83,1223.0583499999998
-1.67,57.15835
-22.39,549.60315
-7.87,-101.34965
3.57,411.08235
24.58,892.1646
12.06,38.28540000000004
-17.01,490.78515000000004
49.7,3830.155
5.3,-159.935
25.51,782.0551500000003
-3.03,-125.65365
10.67,220.44835
16.79,593.7611499999999
24.36,1287.2843999999998
21.15,941.1787499999999
17.44,522.8704
-6.3,-29.964999999999996
-11.43,250.21235000000001
6.65,428.69875
18.66,676.1634
-4.45,-115.50125
21.3,571.7650000000001
29.05,1094.37875
-18.33,552.4083499999999
-16.74,457.0213999999999
-2.81,138.91915
6.15,65.54875000000001
-10.49,449.60515000000004
27.04,1152.4723999999999
8.48,402.8056
0.79,-2.6188499999999992
-28.72,899.4875999999998
-26.32,1017.1635999999999
5.62,187.3166
-42.65,2541.5487499999995
20.25,768.03875
-3.16,-14.031599999999997
64.86,7329.9094000000005
46.16,3793.2183999999993
-3.63,177.88035000000002
-2.13,21.91035
19.91,976.8171499999999
34.06,2092.0154
-32.76,1404.4363999999998
-35.73,1607.8143499999999
-12.44,132.04039999999995
11.65,-512.30125
9.94,266.4654
21.4,704.9199999999998
-23.99,1106.51515
-46.32,2923.0735999999997
17.16,256.99839999999995
-16.56,292.2403999999999
-40.37,1921.67035
2.9,150.815
15.86,554.1394
-2.44,233.53040000000001
-9.16,-130.40159999999997
-3.19,4.029150000000001
-7.41,-306.06284999999997
-26.96,1091.3924000000002
-14.29,344.14115000000004
10.43,355.92235
6.43,105.21235
3.36,143.4644
-19.9,866.7449999999999
-3.63,-74.09965
-43.54,2596.2473999999993
3.57,-228.20764999999997
28.58,1194.9246
-29.48,1137.4356
-11.72,406.83760000000007
6.58,44.6446
25.06,1046.9153999999999
-8.96,-38.5376
-13.85,65.01875000000001
-39.38,2144.9466
2.07,-353.42765
40.84,3088.5484000000006
5.55,-83.08125000000001
-0.45,178.85875
6.44,-212.4296
-0.22,166.8526
-16.26,459.88140000000016
16.47,610.9963499999998
4.52,-187.58440000000002
0.35,65.84875
-19.51,149.38515000000012
26.07,1126.73235
13.29,609.6711499999999
-11.06,311.77540000000005
20.04,737.4623999999999
-9.95,-158.87125000000003
-15.64,427.6544
-15.19,253.21914999999998
-35.42,1072.5546000000004
9.43,391.34235
-36.62,1768.4465999999998
-24.57,1047.43235
-41.51,2041.9851499999997
-1.72,-799.9223999999999
-3.01,64.79514999999999
-6.53,95.40635
-20.85,94.88875000000013
-23.44,428.1704000000001
9.29,879.6411499999999
-11.01,34.86515
6.33,284.98835
-17.7,193.22499999999994
3.62,-478.39340000000004
26.07,1147.36235
11.72,216.81760000000006
-8.25,-50.50125
5.14,45.37939999999999
-4.81,70.50914999999999
0.16,-35.4516
-6.51,-293.74485
-3.29,117.40115
4.24,-431.81359999999995
-19.87,-48.519649999999956
-20.32,673.0735999999999
-27.77,1104.0143500000001
-32.01,1315.54515
-24.35,383.24875
3.19,-139.98084999999998
-17.86,297.68940000000003
10.27,-173.00565000000003
0.69,-178.56085
-39.37,2233.1703499999994
13.1,700.395
16.22,396.20259999999996
-19.88,653.7216
8.4,-317.08
-17.13,494.67035
1.95,-181.61125
-25.29,872.8311499999999
-35.86,1634.8794
-7.66,369.32340000000005
-2.47,-224.51365
-7.95,201.02875
-23.68,618.3136
-8.0,5.420000000000002
5.39,33.65314999999999
-0.9,-215.05499999999998
3.65,41.18874999999999
-13.4,167.58
23.43,1037.05235
-23.52,699.0355999999999
9.75,406.46875
23.64,1223.8144
9.62,-60.31340000000006
-4.05,216.46875
-10.57,-196.69764999999995
20.72,926.6176
-28.46,1185.8974000000003
-19.4,-38.39000000000004
-7.95,67.36875
24.75,963.59875
7.6,-52.650000000000006
-19.36,775.0844
-6.21,-144.93885
-12.29,-53.90885
-14.2,230.07999999999998
19.58,874.7345999999999
-27.43,915.9023500000001
32.18,2055.0886
16.56,652.7303999999999
21.82,312.44860000000017
-9.26,-62.93860000000001
-3.0,-145.46
-28.66,1166.6434000000002
-10.49,-558.32485
9.87,848.53035
25.92,1310.0096
-22.14,629.5794000000002
-7.31,329.02914999999996
-3.03,580.98635
-27.92,1206.4996
11.83,525.01835
-14.48,254.05560000000003
-3.91,-36.862849999999995
-9.04,-54.127600000000015
-15.79,65.82114999999996
-0.14,-171.6306
-4.31,-336.79085
-7.44,16.700400000000016
-14.57,-196.44764999999995
6.39,151.51315
33.07,1847.3123500000002
2.8,67.69
19.92,595.1596000000002
-27.8,1748.78
3.16,376.54839999999996
-21.95,269.88874999999996
-29.54,1176.1273999999999
-14.79,80.98114999999996
23.84,754.8584
19.0,330.98
4.86,176.0694
-30.65,1040.5587500000001
-3.93,240.58235000000002
6.03,343.18635
3.51,385.77515
-36.88,1588.3816000000004
-17.81,479.86915
-1.28,153.2476
10.73,124.90435000000001
-43.92,2416.0296000000003
-3.24,398.0664
2.86,88.7294
16.99,703.4151499999999
13.86,173.71939999999992
11.65,-24.51124999999996
-16.0,138.64
-38.16,1906.2283999999997
-7.86,-223.4806
20.03,730.5363500000001
27.87,925.1303500000002
14.21,116.24115000000006
8.59,335.24715000000003
7.59,287.69714999999997
-11.12,16.231599999999958
-2.6,-260.2
33.38,1632.4566
-18.85,318.13875000000013
32.3,1937.0149999999994
-6.44,253.4104
26.51,1103.3551500000003
-28.14,717.5094000000001
11.72,350.17760000000004
-14.74,25.211400000000026
-28.31,889.6091499999998
4.37,389.37035
20.19,950.46915
-16.9,359.05499999999995
-29.98,836.3506000000002
-1.84,46.9684
-1.75,259.87875
10.97,158.90635000000003
18.99,1003.1451499999998
-1.19,318.57915
37.11,2723.87315
4.48,136.53560000000002
-6.93,174.84234999999998
-32.23,1703.2143499999995
-5.25,120.06875
-6.73,-100.11565
19.21,567.26115
9.25,249.10875
-23.59,359.75715
3.45,5.46875
13.43,632.98235
30.56,1052.7004000000002
17.75,972.58875
15.22,727.9926
1.2,-103.97999999999999
7.77,277.91435
24.99,1100.97515
-26.66,1201.3434
-6.99,274.52515
-15.45,-91.39125000000001
7.58,283.27459999999996
24.6,1017.2300000000001
-11.94,157.94539999999998
-47.81,2936.8891500000004
-8.24,486.31639999999993
18.27,880.46435
10.75,59.27875
8.56,-167.09959999999995
-5.6,-84.78
-25.58,924.8645999999999
10.31,287.50915000000003
-16.69,623.62915
43.68,3344.3136
11.41,512.8371500000001
-11.61,209.43314999999996
-12.23,-201.45565
-1.86,-54.8206
-4.79,269.30115
22.34,881.9434
3.73,171.88434999999998
-14.63,147.27035000000004
37.81,2133.70915
0.99,-21.93485
15.38,533.0466
-12.16,-20.161599999999993
7.26,68.32139999999998
6.22,-135.40740000000002
-37.79,2177.3011500000002
40.31,2626.74915
25.81,1531.18915
-7.94,426.1454
-22.05,566.71875
6.95,-133.48125000000002
1.73,-504.73565
7.11,-244.96684999999997
3.83,-295.56165
10.12,565.0216
28.95,1475.28875
11.36,365.8144
-20.99,-29.674849999999992
27.25,992.47875
32.81,2050.7791500000003
63.04,6443.5124
-22.47,575.4963499999999
4.86,209.2294
-41.64,2740.1243999999997
11.06,201.11540000000002
-10.96,127.28240000000002
38.47,2519.11635
-15.49,858.25515
-33.78,968.2226000000002
-9.43,243.90235
-39.51,2057.04515
15.02,578.7205999999999
-41.3,2126.745
0.57,-7.04765
-41.56,2499.5604000000003
-6.41,799.1971500000001
32.87,2037.32035
7.21,-86.17885000000001
